Yard,Date of Detection,Time of Detection,Species Detected,Number of the Species Detected in the Photo,Sunset Time,Sunrise Time,Number of Bird Feeders,Are of Garden (m^2),Fence Type,Poultry Presence,Relative Abundance of Dogs,Relative Abundance of Predators,Forest Cover within 400m of camera (km^2),Open Land Cover within 400m of camera (km^2),Agricultural Land Cover within 400m of camera (km^2),Developed Land Cover within 400m of camera (km^2),Maximum Housing Unit Density within a 400m buffer (Houses/km^2)
19,6/13/2021,23:54:08,White-tailed Deer,1,20:35,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/14/2021,19:42:52,Gray Squirrel,1,20:36,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/15/2021,0:13:26,Cottontail,1,20:36,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/15/2021,8:32:12,White-tailed Deer,1,20:36,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/16/2021,0:32:58,Raccoon,1,20:36,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/17/2021,10:18:13,Bird,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/17/2021,5:25:04,White-tailed Deer,2,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/17/2021,5:34:11,White-tailed Deer,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/18/2021,0:41:15,Cottontail,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/18/2021,21:13:18,Cottontail,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/18/2021,23:41:48,Cottontail,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/18/2021,4:53:00,White-tailed Deer,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/19/2021,11:21:53,Cottontail,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/19/2021,11:45:25,Cottontail,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/19/2021,16:09:27,Cottontail,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/19/2021,6:20:03,Red Fox,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/19/2021,3:33:13,45 Opossum,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/20/2021,10:17:40,Cottontail,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/20/2021,4:16:03,Raccoon,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/20/2021,22:51:16,Raccoon,1,20:37,6:00,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/21/2021,5:29:24,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/21/2021,13:10:40,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/21/2021,2:23:47,Raccoon,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/21/2021,2:31:33,Raccoon,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/21/2021,2:32:56,Raccoon,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/21/2021,3:07:05,45 Opossum,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/22/2021,15:24:41,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/22/2021,16:24:16,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/22/2021,16:55:00,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/22/2021,17:02:06,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/23/2021,7:48:23,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/23/2021,8:08:53,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/23/2021,9:12:19,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/23/2021,12:50:18,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/23/2021,12:57:05,Cottontail,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/23/2021,21:44:40,45 Opossum,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/23/2021,23:59:30,White-tailed Deer,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/24/2021,12:20:16,Bird,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/24/2021,0:06:23,Raccoon,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/24/2021,2:16:14,Raccoon,1,20:38,6:01,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/25/2021,8:13:56,White-tailed Deer,1,20:38,6:02,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/25/2021,8:14:37,White-tailed Deer,2,20:38,6:02,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/26/2021,5:32:20,Cottontail,1,20:38,6:02,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/27/2021,7:41:19,Gray Squirrel,1,20:38,6:02,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/28/2021,5:37:22,Cottontail,1,20:38,6:03,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/28/2021,21:01:06,Domestic Dog,1,20:38,6:03,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/28/2021,2:51:19,Red Fox,1,20:38,6:03,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/29/2021,7:53:45,Cottontail,1,20:38,6:03,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/29/2021,14:54:17,Cottontail,1,20:38,6:03,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/30/2021,5:45:06,Cottontail,1,20:38,6:03,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/30/2021,23:30:35,Cottontail,1,20:38,6:03,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/30/2021,14:16:12,White-tailed Deer,1,20:38,6:03,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,6/30/2021,22:57:51,White-tailed Deer,1,20:38,6:03,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/2/2021,7:57:56,Cottontail,1,20:38,6:04,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/3/2021,15:37:58,Chipmunk,1,20:38,6:05,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/3/2021,1:44:12,Cottontail,1,20:38,6:05,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/3/2021,10:13:09,Cottontail,1,20:38,6:05,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/3/2021,10:21:26,Cottontail,1,20:38,6:05,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/3/2021,15:16:11,Cottontail,1,20:38,6:05,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/4/2021,9:32:09,Cottontail,1,20:38,6:05,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/4/2021,8:07:51,White-tailed Deer,1,20:38,6:05,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/5/2021,8:59:34,Cottontail,1,20:38,6:06,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/5/2021,15:49:33,Cottontail,1,20:38,6:06,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/5/2021,1:06:42,45 Opossum,1,20:38,6:06,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/6/2021,22:47:05,Raccoon,1,20:37,6:06,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/7/2021,0:09:28,Rat,1,20:37,6:07,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/8/2021,4:02:41,Nine-banded Armadillo,1,20:37,6:07,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/8/2021,0:17:40,Rat,1,20:37,6:07,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/10/2021,0:37:15,45 Opossum,1,20:36,6:09,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/11/2021,22:57:03,Gray Fox,1,20:36,6:09,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/12/2021,19:03:39,Bird,1,20:36,6:10,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/12/2021,23:02:32,Rat,1,20:36,6:10,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/13/2021,6:24:04,Cottontail,1,20:35,6:10,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/13/2021,19:36:48,Cottontail,1,20:35,6:10,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/13/2021,20:02:07,Cottontail,1,20:35,6:10,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/13/2021,13:05:16,Gray Squirrel,1,20:35,6:10,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/13/2021,1:35:45,Raccoon,1,20:35,6:10,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/13/2021,19:02:00,White-tailed Deer,1,20:35,6:10,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/13/2021,19:31:36,White-tailed Deer,1,20:35,6:10,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/13/2021,19:52:11,White-tailed Deer,1,20:35,6:10,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/14/2021,18:22:41,Cottontail,1,20:35,6:11,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/14/2021,2:30:00,Rat,1,20:35,6:11,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/15/2021,10:58:09,Cottontail,1,20:34,6:12,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/15/2021,13:27:27,Person,1,20:34,6:12,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/15/2021,1:34:14,Red Fox,1,20:34,6:12,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/16/2021,20:03:31,Cottontail,1,20:34,6:12,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/18/2021,15:34:34,Cottontail,1,20:33,6:14,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/18/2021,17:25:12,Cottontail,1,20:33,6:14,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/19/2021,12:44:54,Cottontail,1,20:32,6:15,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/19/2021,23:03:58,Cottontail,1,20:32,6:15,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/21/2021,4:21:30,Cottontail,1,20:31,6:16,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/21/2021,13:59:28,White-tailed Deer,1,20:31,6:16,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/22/2021,5:00:14,Raccoon,1,20:30,6:17,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/22/2021,2:32:16,45 Opossum,1,20:30,6:17,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/23/2021,14:44:11,White-tailed Deer,1,20:30,6:17,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/23/2021,14:44:58,White-tailed Deer,1,20:30,6:17,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/25/2021,21:33:43,Rat,1,20:28,6:19,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/26/2021,8:16:15,Gray Squirrel,1,20:27,6:20,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/26/2021,7:03:40,White-tailed Deer,2,20:27,6:20,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/28/2021,9:24:39,Cottontail,1,20:26,6:21,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/28/2021,0:48:28,Nine-banded Armadillo,1,20:26,6:21,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/29/2021,16:24:05,Bird,1,20:25,6:22,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/29/2021,0:52:59,Coyote,1,20:25,6:22,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/30/2021,4:05:13,Coyote,1,20:24,6:23,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/30/2021,0:09:11,White-tailed Deer,1,20:24,6:23,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/30/2021,18:57:58,White-tailed Deer,1,20:24,6:23,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/31/2021,1:06:39,Rat,1,20:23,6:24,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,7/31/2021,23:41:27,45 Opossum,1,20:23,6:24,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,8/1/2021,22:50:48,Nine-banded Armadillo,1,20:22,6:24,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,8/1/2021,1:54:15,Red Fox,1,20:22,6:24,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,8/2/2021,22:43:04,Raccoon,1,20:22,6:25,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,8/3/2021,10:21:16,Bird,1,20:21,6:26,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
19,8/3/2021,1:38:26,Raccoon,1,20:21,6:26,1,41.7,1,0,0,0,0.301074,0.079198,0.12033,0.001886,36.42
20,5/6/2021,18:58:20,Bird,1,20:09,6:19,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/6/2021,21:14:30,Domestic Cat,1,20:09,6:19,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/6/2021,20:50:00,Raccoon,1,20:09,6:19,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,6:34:10,Bird,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,12:49:47,Bird,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,7:42:42,Gray Squirrel,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,7:45:47,Gray Squirrel,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,7:52:51,Gray Squirrel,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,9:37:40,Gray Squirrel,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,10:14:01,Gray Squirrel,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,10:18:02,Gray Squirrel,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,14:58:20,Gray Squirrel,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,17:08:47,Gray Squirrel,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,22:24:01,Raccoon,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,21:53:31,45 Opossum,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,11:19:35,White-tailed Deer,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,14:20:32,White-tailed Deer,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/7/2021,14:28:58,White-tailed Deer,1,20:10,6:18,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/8/2021,9:37:31,Gray Squirrel,1,20:10,6:17,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/8/2021,20:04:26,White-tailed Deer,1,20:10,6:17,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/10/2021,3:00:30,Raccoon,1,20:12,6:15,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/10/2021,3:56:51,Raccoon,1,20:12,6:15,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/10/2021,3:38:53,White-tailed Deer,4,20:12,6:15,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/11/2021,18:35:31,Bird,1,20:13,6:15,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/11/2021,16:46:43,Gray Squirrel,1,20:13,6:15,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/11/2021,2:59:14,Raccoon,1,20:13,6:15,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/11/2021,3:26:14,Raccoon,1,20:13,6:15,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/11/2021,3:32:36,Raccoon,1,20:13,6:15,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/11/2021,3:39:11,Raccoon,1,20:13,6:15,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/11/2021,4:11:50,Raccoon,1,20:13,6:15,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/12/2021,14:34:37,Gray Squirrel,1,20:14,6:14,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/12/2021,3:15:27,Nine-banded Armadillo,1,20:14,6:14,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/13/2021,13:03:07,Bird,1,20:15,6:13,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/13/2021,0:57:47,Raccoon,1,20:15,6:13,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/14/2021,14:30:37,Bird,2,20:15,6:12,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/14/2021,16:06:32,Bird,1,20:15,6:12,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/14/2021,11:36:09,Gray Squirrel,1,20:15,6:12,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/14/2021,14:05:28,Gray Squirrel,1,20:15,6:12,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/14/2021,18:23:22,White-tailed Deer,1,20:15,6:12,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/15/2021,9:11:39,Gray Squirrel,1,20:16,6:11,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/15/2021,10:13:26,Gray Squirrel,1,20:16,6:11,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/15/2021,10:21:53,Gray Squirrel,1,20:16,6:11,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/15/2021,1:04:02,Raccoon,1,20:16,6:11,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/16/2021,12:56:58,Bird,1,20:17,6:11,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/16/2021,16:54:21,Bird,1,20:17,6:11,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/16/2021,16:57:12,Gray Squirrel,1,20:17,6:11,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/16/2021,17:00:57,Gray Squirrel,1,20:17,6:11,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/16/2021,16:07:04,White-tailed Deer,1,20:17,6:11,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/16/2021,18:33:44,White-tailed Deer,1,20:17,6:11,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/17/2021,11:48:50,Bird,2,20:18,6:10,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/17/2021,14:44:18,Bird,1,20:18,6:10,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/17/2021,16:08:06,Bird,1,20:18,6:10,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/17/2021,21:15:18,Domestic Cat,1,20:18,6:10,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/17/2021,11:00:36,Gray Squirrel,1,20:18,6:10,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/17/2021,11:13:42,Gray Squirrel,1,20:18,6:10,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/17/2021,14:59:32,Gray Squirrel,1,20:18,6:10,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/17/2021,23:16:13,Raccoon,1,20:18,6:10,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/17/2021,23:26:02,Raccoon,1,20:18,6:10,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/18/2021,21:51:02,Gray Fox,1,20:19,6:09,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/18/2021,16:24:52,Gray Squirrel,1,20:19,6:09,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/18/2021,2:47:00,Raccoon,1,20:19,6:09,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/18/2021,3:00:52,Raccoon,1,20:19,6:09,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/19/2021,10:36:23,Bird,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/20/2021,10:44:18,Bird,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/20/2021,10:47:32,Bird,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/20/2021,10:54:05,Bird,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/20/2021,13:44:55,Gray Squirrel,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/20/2021,16:13:30,Gray Squirrel,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/20/2021,0:47:47,Raccoon,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/20/2021,1:22:42,Raccoon,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/20/2021,1:25:22,Raccoon,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/20/2021,23:57:34,Raccoon,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/20/2021,16:13:21,White-tailed Deer,1,20:20,6:08,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/22/2021,11:18:27,Bird,1,20:22,6:07,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/22/2021,11:43:25,Bird,1,20:22,6:07,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/22/2021,12:43:51,Gray Squirrel,1,20:22,6:07,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/22/2021,11:31:27,White-tailed Deer,1,20:22,6:07,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/24/2021,15:12:38,Gray Squirrel,1,20:23,6:05,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/24/2021,15:42:19,Gray Squirrel,1,20:23,6:05,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/24/2021,7:01:26,White-tailed Deer,1,20:23,6:05,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
20,5/25/2021,7:31:54,White-tailed Deer,1,20:24,6:05,1,66,0,0,0.02,0.1,0.084441,0.081037,0.094606,0.242405,648.75
